"Item","Group","Subject","MatrixLeftPredicate","Condition","Color","altercolor","Buffy1","Buffy2","Actual1","Actual2","Sentence","Continuation"
20,9,"First","Was","Good","yellow","brown","yellow","yellow","yellow","brown","when it was drawn, the ball was yellow","and Buffy was right about it"
20,10,"First","Thought","Fix","yellow","brown","brown","yellow","yellow","yellow","Buffy thought that, when it was drawn, the ball was yellow","and she was right about it"
20,11,"First","Was","Fix","yellow","brown","yellow","yellow","brown","yellow","when it was drawn, the ball was yellow","and Buffy was right about it"
20,12,"Second","Thought","Good","yellow","brown","yellow","yellow","brown","yellow","Buffy thought that, after the shake, the ball would be yellow","and she was right about it"
20,1,"Second","Was","Good","yellow","brown","yellow","yellow","brown","yellow","after the shake, the ball was yellow","and Buffy was right about it"
20,2,"Second","Thought","Fix","yellow","brown","yellow","brown","yellow","yellow","Buffy thought that, after the shake, the ball would be yellow","and she was right about it"
20,3,"Second","Was","Fix","yellow","brown","yellow","yellow","yellow","brown","after the shake, the ball was yellow","and Buffy was right about it"
20,4,"Again","Thought","Test-Ent","yellow","brown","brown","yellow","yellow","yellow","Buffy thought that, after the shake, the ball would be yellow again","and she was right about it"
20,5,"Again","Was","Good","yellow","brown","brown","yellow","yellow","yellow","after the shake, the ball was yellow again","and Buffy was right about it"
20,6,"Again","Thought","Test-Proj","yellow","brown","yellow","yellow","brown","yellow","Buffy thought that, after the shake, the ball would be yellow again","and she was right about it"
20,7,"Again","Was","Fix","yellow","brown","yellow","yellow","brown","yellow","after the shake, the ball was yellow again","and Buffy was right about it"
21,9,"First","Thought","Good","blue","violet","blue","violet","blue","blue","Buffy thought that, when it was drawn, the ball was blue","and she was right about it"
21,10,"First","Was","Good","blue","violet","blue","blue","blue","violet","when it was drawn, the ball was blue","and Buffy was right about it"
21,11,"First","Thought","Fix","blue","violet","violet","blue","blue","blue","Buffy thought that, when it was drawn, the ball was blue","and she was right about it"
21,12,"First","Was","Fix","blue","violet","blue","blue","violet","blue","when it was drawn, the ball was blue","and Buffy was right about it"
21,1,"Second","Thought","Good","blue","violet","blue","blue","violet","blue","Buffy thought that, after the shake, the ball would be blue","and she was right about it"
21,2,"Second","Was","Good","blue","violet","blue","blue","violet","blue","after the shake, the ball was blue","and Buffy was right about it"
21,3,"Second","Thought","Fix","blue","violet","blue","violet","blue","blue","Buffy thought that, after the shake, the ball would be blue","and she was right about it"
21,4,"Second","Was","Fix","blue","violet","blue","blue","blue","violet","after the shake, the ball was blue","and Buffy was right about it"
21,5,"Again","Thought","Test-Ent","blue","violet","violet","blue","blue","blue","Buffy thought that, after the shake, the ball would be blue again","and she was right about it"
21,6,"Again","Was","Good","blue","violet","violet","blue","blue","blue","after the shake, the ball was blue again","and Buffy was right about it"
21,7,"Again","Thought","Test-Proj","blue","violet","blue","blue","violet","blue","Buffy thought that, after the shake, the ball would be blue again","and she was right about it"
21,8,"Again","Was","Fix","blue","violet","blue","blue","violet","blue","after the shake, the ball was blue again","and Buffy was right about it"
22,10,"First","Thought","Good","purple","gold","purple","gold","purple","purple","Buffy thought that, when it was drawn, the ball was purple","and she was right about it"
22,11,"First","Was","Good","purple","gold","purple","purple","purple","gold","when it was drawn, the ball was purple","and Buffy was right about it"
22,12,"First","Thought","Fix","purple","gold","gold","purple","purple","purple","Buffy thought that, when it was drawn, the ball was purple","and she was right about it"
22,1,"First","Was","Fix","purple","gold","purple","purple","gold","purple","when it was drawn, the ball was purple","and Buffy was right about it"
22,2,"Second","Thought","Good","purple","gold","purple","purple","gold","purple","Buffy thought that, after the shake, the ball would be purple","and she was right about it"
22,3,"Second","Was","Good","purple","gold","purple","purple","gold","purple","after the shake, the ball was purple","and Buffy was right about it"
22,4,"Second","Thought","Fix","purple","gold","purple","gold","purple","purple","Buffy thought that, after the shake, the ball would be purple","and she was right about it"
22,5,"Second","Was","Fix","purple","gold","purple","purple","purple","gold","after the shake, the ball was purple","and Buffy was right about it"
22,6,"Again","Thought","Test-Ent","purple","gold","gold","purple","purple","purple","Buffy thought that, after the shake, the ball would be purple again","and she was right about it"
22,7,"Again","Was","Good","purple","gold","gold","purple","purple","purple","after the shake, the ball was purple again","and Buffy was right about it"
22,8,"Again","Thought","Test-Proj","purple","gold","purple","purple","gold","purple","Buffy thought that, after the shake, the ball would be purple again","and she was right about it"
22,9,"Again","Was","Fix","purple","gold","purple","purple","gold","purple","after the shake, the ball was purple again","and Buffy was right about it"
23,11,"First","Thought","Good","beige","red","beige","red","beige","beige","Buffy thought that, when it was drawn, the ball was beige","and she was right about it"
23,12,"First","Was","Good","beige","red","beige","beige","beige","red","when it was drawn, the ball was beige","and Buffy was right about it"
23,1,"First","Thought","Fix","beige","red","red","beige","beige","beige","Buffy thought that, when it was drawn, the ball was beige","and she was right about it"
23,2,"First","Was","Fix","beige","red","beige","beige","red","beige","when it was drawn, the ball was beige","and Buffy was right about it"
23,3,"Second","Thought","Good","beige","red","beige","beige","red","beige","Buffy thought that, after the shake, the ball would be beige","and she was right about it"
23,4,"Second","Was","Good","beige","red","beige","beige","red","beige","after the shake, the ball was beige","and Buffy was right about it"
23,5,"Second","Thought","Fix","beige","red","beige","red","beige","beige","Buffy thought that, after the shake, the ball would be beige","and she was right about it"
23,6,"Second","Was","Fix","beige","red","beige","beige","beige","red","after the shake, the ball was beige","and Buffy was right about it"
23,7,"Again","Thought","Test-Ent","beige","red","red","beige","beige","beige","Buffy thought that, after the shake, the ball would be beige again","and she was right about it"
23,8,"Again","Was","Good","beige","red","red","beige","beige","beige","after the shake, the ball was beige again","and Buffy was right about it"
23,9,"Again","Thought","Test-Proj","beige","red","beige","beige","red","beige","Buffy thought that, after the shake, the ball would be beige again","and she was right about it"
23,10,"Again","Was","Fix","beige","red","beige","beige","red","beige","after the shake, the ball was beige again","and Buffy was right about it"
24,12,"First","Thought","Good","cyan","pink","cyan","pink","cyan","cyan","Buffy thought that, when it was drawn, the ball was cyan","and she was right about it"
24,1,"First","Was","Good","cyan","pink","cyan","cyan","cyan","pink","when it was drawn, the ball was cyan","and Buffy was right about it"
24,2,"First","Thought","Fix","cyan","pink","pink","cyan","cyan","cyan","Buffy thought that, when it was drawn, the ball was cyan","and she was right about it"
24,3,"First","Was","Fix","cyan","pink","cyan","cyan","pink","cyan","when it was drawn, the ball was cyan","and Buffy was right about it"
24,4,"Second","Thought","Good","cyan","pink","cyan","cyan","pink","cyan","Buffy thought that, after the shake, the ball would be cyan","and she was right about it"
24,5,"Second","Was","Good","cyan","pink","cyan","cyan","pink","cyan","after the shake, the ball was cyan","and Buffy was right about it"
24,6,"Second","Thought","Fix","cyan","pink","cyan","pink","cyan","cyan","Buffy thought that, after the shake, the ball would be cyan","and she was right about it"
24,7,"Second","Was","Fix","cyan","pink","cyan","cyan","cyan","pink","after the shake, the ball was cyan","and Buffy was right about it"
24,8,"Again","Thought","Test-Ent","cyan","pink","pink","cyan","cyan","cyan","Buffy thought that, after the shake, the ball would be cyan again","and she was right about it"
24,9,"Again","Was","Good","cyan","pink","pink","cyan","cyan","cyan","after the shake, the ball was cyan again","and Buffy was right about it"
24,10,"Again","Thought","Test-Proj","cyan","pink","cyan","cyan","pink","cyan","Buffy thought that, after the shake, the ball would be cyan again","and she was right about it"
24,11,"Again","Was","Fix","cyan","pink","cyan","cyan","pink","cyan","after the shake, the ball was cyan again","and Buffy was right about it"
25,1,"First","Thought","Good","green","violet","green","violet","green","green","Buffy thought that, when it was drawn, the ball was green","and she was right about it"
25,2,"First","Was","Good","green","violet","green","green","green","violet","when it was drawn, the ball was green","and Buffy was right about it"
25,3,"First","Thought","Fix","green","violet","violet","green","green","green","Buffy thought that, when it was drawn, the ball was green","and she was right about it"
25,4,"First","Was","Fix","green","violet","green","green","violet","green","when it was drawn, the ball was green","and Buffy was right about it"
25,5,"Second","Thought","Good","green","violet","green","green","violet","green","Buffy thought that, after the shake, the ball would be green","and she was right about it"
25,6,"Second","Was","Good","green","violet","green","green","violet","green","after the shake, the ball was green","and Buffy was right about it"
25,7,"Second","Thought","Fix","green","violet","green","violet","green","green","Buffy thought that, after the shake, the ball would be green","and she was right about it"
25,8,"Second","Was","Fix","green","violet","green","green","green","violet","after the shake, the ball was green","and Buffy was right about it"
25,9,"Again","Thought","Test-Ent","green","violet","violet","green","green","green","Buffy thought that, after the shake, the ball would be green again","and she was right about it"
25,10,"Again","Was","Good","green","violet","violet","green","green","green","after the shake, the ball was green again","and Buffy was right about it"
25,11,"Again","Thought","Test-Proj","green","violet","green","green","violet","green","Buffy thought that, after the shake, the ball would be green again","and she was right about it"
25,12,"Again","Was","Fix","green","violet","green","green","violet","green","after the shake, the ball was green again","and Buffy was right about it"
26,2,"First","Thought","Good","yellow","orange","yellow","orange","yellow","yellow","Buffy thought that, when it was drawn, the ball was yellow","and she was right about it"
26,3,"First","Was","Good","yellow","orange","yellow","yellow","yellow","orange","when it was drawn, the ball was yellow","and Buffy was right about it"
26,4,"First","Thought","Fix","yellow","orange","orange","yellow","yellow","yellow","Buffy thought that, when it was drawn, the ball was yellow","and she was right about it"
26,5,"First","Was","Fix","yellow","orange","yellow","yellow","orange","yellow","when it was drawn, the ball was yellow","and Buffy was right about it"
26,6,"Second","Thought","Good","yellow","orange","yellow","yellow","orange","yellow","Buffy thought that, after the shake, the ball would be yellow","and she was right about it"
26,7,"Second","Was","Good","yellow","orange","yellow","yellow","orange","yellow","after the shake, the ball was yellow","and Buffy was right about it"
26,8,"Second","Thought","Fix","yellow","orange","yellow","orange","yellow","yellow","Buffy thought that, after the shake, the ball would be yellow","and she was right about it"
26,9,"Second","Was","Fix","yellow","orange","yellow","yellow","yellow","orange","after the shake, the ball was yellow","and Buffy was right about it"
26,10,"Again","Thought","Test-Ent","yellow","orange","orange","yellow","yellow","yellow","Buffy thought that, after the shake, the ball would be yellow again","and she was right about it"
26,11,"Again","Was","Good","yellow","orange","orange","yellow","yellow","yellow","after the shake, the ball was yellow again","and Buffy was right about it"
26,12,"Again","Thought","Test-Proj","yellow","orange","yellow","yellow","orange","yellow","Buffy thought that, after the shake, the ball would be yellow again","and she was right about it"
26,1,"Again","Was","Fix","yellow","orange","yellow","yellow","orange","yellow","after the shake, the ball was yellow again","and Buffy was right about it"
27,3,"First","Thought","Good","blue","brown","blue","brown","blue","blue","Buffy thought that, when it was drawn, the ball was blue","and she was right about it"
27,4,"First","Was","Good","blue","brown","blue","blue","blue","brown","when it was drawn, the ball was blue","and Buffy was right about it"
27,5,"First","Thought","Fix","blue","brown","brown","blue","blue","blue","Buffy thought that, when it was drawn, the ball was blue","and she was right about it"
27,6,"First","Was","Fix","blue","brown","blue","blue","brown","blue","when it was drawn, the ball was blue","and Buffy was right about it"
27,7,"Second","Thought","Good","blue","brown","blue","blue","brown","blue","Buffy thought that, after the shake, the ball would be blue","and she was right about it"
27,8,"Second","Was","Good","blue","brown","blue","blue","brown","blue","after the shake, the ball was blue","and Buffy was right about it"
27,9,"Second","Thought","Fix","blue","brown","blue","brown","blue","blue","Buffy thought that, after the shake, the ball would be blue","and she was right about it"
27,10,"Second","Was","Fix","blue","brown","blue","blue","blue","brown","after the shake, the ball was blue","and Buffy was right about it"
27,11,"Again","Thought","Test-Ent","blue","brown","brown","blue","blue","blue","Buffy thought that, after the shake, the ball would be blue again","and she was right about it"
27,12,"Again","Was","Good","blue","brown","brown","blue","blue","blue","after the shake, the ball was blue again","and Buffy was right about it"
27,1,"Again","Thought","Test-Proj","blue","brown","blue","blue","brown","blue","Buffy thought that, after the shake, the ball would be blue again","and she was right about it"
27,2,"Again","Was","Fix","blue","brown","blue","blue","brown","blue","after the shake, the ball was blue again","and Buffy was right about it"
28,4,"First","Thought","Good","purple","pink","purple","pink","purple","purple","Buffy thought that, when it was drawn, the ball was purple","and she was right about it"
28,5,"First","Was","Good","purple","pink","purple","purple","purple","pink","when it was drawn, the ball was purple","and Buffy was right about it"
28,6,"First","Thought","Fix","purple","pink","pink","purple","purple","purple","Buffy thought that, when it was drawn, the ball was purple","and she was right about it"
28,7,"First","Was","Fix","purple","pink","purple","purple","pink","purple","when it was drawn, the ball was purple","and Buffy was right about it"
28,8,"Second","Thought","Good","purple","pink","purple","purple","pink","purple","Buffy thought that, after the shake, the ball would be purple","and she was right about it"
28,9,"Second","Was","Good","purple","pink","purple","purple","pink","purple","after the shake, the ball was purple","and Buffy was right about it"
28,10,"Second","Thought","Fix","purple","pink","purple","pink","purple","purple","Buffy thought that, after the shake, the ball would be purple","and she was right about it"
28,11,"Second","Was","Fix","purple","pink","purple","purple","purple","pink","after the shake, the ball was purple","and Buffy was right about it"
28,12,"Again","Thought","Test-Ent","purple","pink","pink","purple","purple","purple","Buffy thought that, after the shake, the ball would be purple again","and she was right about it"
28,1,"Again","Was","Good","purple","pink","pink","purple","purple","purple","after the shake, the ball was purple again","and Buffy was right about it"
28,2,"Again","Thought","Test-Proj","purple","pink","purple","purple","pink","purple","Buffy thought that, after the shake, the ball would be purple again","and she was right about it"
28,3,"Again","Was","Fix","purple","pink","purple","purple","pink","purple","after the shake, the ball was purple again","and Buffy was right about it"
29,5,"First","Thought","Good","beige","gold","beige","gold","beige","beige","Buffy thought that, when it was drawn, the ball was beige","and she was right about it"
29,6,"First","Was","Good","beige","gold","beige","beige","beige","gold","when it was drawn, the ball was beige","and Buffy was right about it"
29,7,"First","Thought","Fix","beige","gold","gold","beige","beige","beige","Buffy thought that, when it was drawn, the ball was beige","and she was right about it"
29,8,"First","Was","Fix","beige","gold","beige","beige","gold","beige","when it was drawn, the ball was beige","and Buffy was right about it"
29,9,"Second","Thought","Good","beige","gold","beige","beige","gold","beige","Buffy thought that, after the shake, the ball would be beige","and she was right about it"
29,10,"Second","Was","Good","beige","gold","beige","beige","gold","beige","after the shake, the ball was beige","and Buffy was right about it"
29,11,"Second","Thought","Fix","beige","gold","beige","gold","beige","beige","Buffy thought that, after the shake, the ball would be beige","and she was right about it"
29,12,"Second","Was","Fix","beige","gold","beige","beige","beige","gold","after the shake, the ball was beige","and Buffy was right about it"
29,1,"Again","Thought","Test-Ent","beige","gold","gold","beige","beige","beige","Buffy thought that, after the shake, the ball would be beige again","and she was right about it"
29,2,"Again","Was","Good","beige","gold","gold","beige","beige","beige","after the shake, the ball was beige again","and Buffy was right about it"
29,3,"Again","Thought","Test-Proj","beige","gold","beige","beige","gold","beige","Buffy thought that, after the shake, the ball would be beige again","and she was right about it"
29,4,"Again","Was","Fix","beige","gold","beige","beige","gold","beige","after the shake, the ball was beige again","and Buffy was right about it"
30,6,"First","Thought","Good","cyan","red","cyan","red","cyan","cyan","Buffy thought that, when it was drawn, the ball was cyan","and she was right about it"
30,7,"First","Was","Good","cyan","red","cyan","cyan","cyan","red","when it was drawn, the ball was cyan","and Buffy was right about it"
30,8,"First","Thought","Fix","cyan","red","red","cyan","cyan","cyan","Buffy thought that, when it was drawn, the ball was cyan","and she was right about it"
30,9,"First","Was","Fix","cyan","red","cyan","cyan","red","cyan","when it was drawn, the ball was cyan","and Buffy was right about it"
30,10,"Second","Thought","Good","cyan","red","cyan","cyan","red","cyan","Buffy thought that, after the shake, the ball would be cyan","and she was right about it"
30,11,"Second","Was","Good","cyan","red","cyan","cyan","red","cyan","after the shake, the ball was cyan","and Buffy was right about it"
30,12,"Second","Thought","Fix","cyan","red","cyan","red","cyan","cyan","Buffy thought that, after the shake, the ball would be cyan","and she was right about it"
30,1,"Second","Was","Fix","cyan","red","cyan","cyan","cyan","red","after the shake, the ball was cyan","and Buffy was right about it"
30,2,"Again","Thought","Test-Ent","cyan","red","red","cyan","cyan","cyan","Buffy thought that, after the shake, the ball would be cyan again","and she was right about it"
30,3,"Again","Was","Good","cyan","red","red","cyan","cyan","cyan","after the shake, the ball was cyan again","and Buffy was right about it"
30,4,"Again","Thought","Test-Proj","cyan","red","cyan","cyan","red","cyan","Buffy thought that, after the shake, the ball would be cyan again","and she was right about it"
30,5,"Again","Was","Fix","cyan","red","cyan","cyan","red","cyan","after the shake, the ball was cyan again","and Buffy was right about it"
31,7,"First","Thought","Good","red","green","red","green","red","red","Buffy thought that, when it was drawn, the ball was red","and she was right about it"
31,8,"First","Was","Good","red","green","red","red","red","green","when it was drawn, the ball was red","and Buffy was right about it"
31,9,"First","Thought","Fix","red","green","green","red","red","red","Buffy thought that, when it was drawn, the ball was red","and she was right about it"
31,10,"First","Was","Fix","red","green","red","red","green","red","when it was drawn, the ball was red","and Buffy was right about it"
31,11,"Second","Thought","Good","red","green","red","red","green","red","Buffy thought that, after the shake, the ball would be red","and she was right about it"
31,12,"Second","Was","Good","red","green","red","red","green","red","after the shake, the ball was red","and Buffy was right about it"
31,1,"Second","Thought","Fix","red","green","red","green","red","red","Buffy thought that, after the shake, the ball would be red","and she was right about it"
31,2,"Second","Was","Fix","red","green","red","red","red","green","after the shake, the ball was red","and Buffy was right about it"
31,3,"Again","Thought","Test-Ent","red","green","green","red","red","red","Buffy thought that, after the shake, the ball would be red again","and she was right about it"
31,4,"Again","Was","Good","red","green","green","red","red","red","after the shake, the ball was red again","and Buffy was right about it"
31,5,"Again","Thought","Test-Proj","red","green","red","red","green","red","Buffy thought that, after the shake, the ball would be red again","and she was right about it"
31,6,"Again","Was","Fix","red","green","red","red","green","red","after the shake, the ball was red again","and Buffy was right about it"
32,8,"First","Thought","Good","pink","yellow","pink","yellow","pink","pink","Buffy thought that, when it was drawn, the ball was pink","and she was right about it"
32,9,"First","Was","Good","pink","yellow","pink","pink","pink","yellow","when it was drawn, the ball was pink","and Buffy was right about it"
32,10,"First","Thought","Fix","pink","yellow","yellow","pink","pink","pink","Buffy thought that, when it was drawn, the ball was pink","and she was right about it"
32,11,"First","Was","Fix","pink","yellow","pink","pink","yellow","pink","when it was drawn, the ball was pink","and Buffy was right about it"
32,12,"Second","Thought","Good","pink","yellow","pink","pink","yellow","pink","Buffy thought that, after the shake, the ball would be pink","and she was right about it"
32,1,"Second","Was","Good","pink","yellow","pink","pink","yellow","pink","after the shake, the ball was pink","and Buffy was right about it"
32,2,"Second","Thought","Fix","pink","yellow","pink","yellow","pink","pink","Buffy thought that, after the shake, the ball would be pink","and she was right about it"
32,3,"Second","Was","Fix","pink","yellow","pink","pink","pink","yellow","after the shake, the ball was pink","and Buffy was right about it"
32,4,"Again","Thought","Test-Ent","pink","yellow","yellow","pink","pink","pink","Buffy thought that, after the shake, the ball would be pink again","and she was right about it"
32,5,"Again","Was","Good","pink","yellow","yellow","pink","pink","pink","after the shake, the ball was pink again","and Buffy was right about it"
32,6,"Again","Thought","Test-Proj","pink","yellow","pink","pink","yellow","pink","Buffy thought that, after the shake, the ball would be pink again","and she was right about it"
32,7,"Again","Was","Fix","pink","yellow","pink","pink","yellow","pink","after the shake, the ball was pink again","and Buffy was right about it"
33,9,"First","Thought","Good","orange","blue","orange","blue","orange","orange","Buffy thought that, when it was drawn, the ball was orange","and she was right about it"
33,10,"First","Was","Good","orange","blue","orange","orange","orange","blue","when it was drawn, the ball was orange","and Buffy was right about it"
33,11,"First","Thought","Fix","orange","blue","blue","orange","orange","orange","Buffy thought that, when it was drawn, the ball was orange","and she was right about it"
33,12,"First","Was","Fix","orange","blue","orange","orange","blue","orange","when it was drawn, the ball was orange","and Buffy was right about it"
33,1,"Second","Thought","Good","orange","blue","orange","orange","blue","orange","Buffy thought that, after the shake, the ball would be orange","and she was right about it"
33,2,"Second","Was","Good","orange","blue","orange","orange","blue","orange","after the shake, the ball was orange","and Buffy was right about it"
33,3,"Second","Thought","Fix","orange","blue","orange","blue","orange","orange","Buffy thought that, after the shake, the ball would be orange","and she was right about it"
33,4,"Second","Was","Fix","orange","blue","orange","orange","orange","blue","after the shake, the ball was orange","and Buffy was right about it"
33,5,"Again","Thought","Test-Ent","orange","blue","blue","orange","orange","orange","Buffy thought that, after the shake, the ball would be orange again","and she was right about it"
33,6,"Again","Was","Good","orange","blue","blue","orange","orange","orange","after the shake, the ball was orange again","and Buffy was right about it"
33,7,"Again","Thought","Test-Proj","orange","blue","orange","orange","blue","orange","Buffy thought that, after the shake, the ball would be orange again","and she was right about it"
33,8,"Again","Was","Fix","orange","blue","orange","orange","blue","orange","after the shake, the ball was orange again","and Buffy was right about it"
34,10,"First","Thought","Good","brown","purple","brown","purple","brown","brown","Buffy thought that, when it was drawn, the ball was brown","and she was right about it"
34,11,"First","Was","Good","brown","purple","brown","brown","brown","purple","when it was drawn, the ball was brown","and Buffy was right about it"
34,12,"First","Thought","Fix","brown","purple","purple","brown","brown","brown","Buffy thought that, when it was drawn, the ball was brown","and she was right about it"
34,1,"First","Was","Fix","brown","purple","brown","brown","purple","brown","when it was drawn, the ball was brown","and Buffy was right about it"
34,2,"Second","Thought","Good","brown","purple","brown","brown","purple","brown","Buffy thought that, after the shake, the ball would be brown","and she was right about it"
34,3,"Second","Was","Good","brown","purple","brown","brown","purple","brown","after the shake, the ball was brown","and Buffy was right about it"
34,4,"Second","Thought","Fix","brown","purple","brown","purple","brown","brown","Buffy thought that, after the shake, the ball would be brown","and she was right about it"
34,5,"Second","Was","Fix","brown","purple","brown","brown","brown","purple","after the shake, the ball was brown","and Buffy was right about it"
34,6,"Again","Thought","Test-Ent","brown","purple","purple","brown","brown","brown","Buffy thought that, after the shake, the ball would be brown again","and she was right about it"
34,7,"Again","Was","Good","brown","purple","purple","brown","brown","brown","after the shake, the ball was brown again","and Buffy was right about it"
34,8,"Again","Thought","Test-Proj","brown","purple","brown","brown","purple","brown","Buffy thought that, after the shake, the ball would be brown again","and she was right about it"
34,9,"Again","Was","Fix","brown","purple","brown","brown","purple","brown","after the shake, the ball was brown again","and Buffy was right about it"
35,11,"First","Thought","Good","violet","beige","violet","beige","violet","violet","Buffy thought that, when it was drawn, the ball was violet","and she was right about it"
35,12,"First","Was","Good","violet","beige","violet","violet","violet","beige","when it was drawn, the ball was violet","and Buffy was right about it"
35,1,"First","Thought","Fix","violet","beige","beige","violet","violet","violet","Buffy thought that, when it was drawn, the ball was violet","and she was right about it"
35,2,"First","Was","Fix","violet","beige","violet","violet","beige","violet","when it was drawn, the ball was violet","and Buffy was right about it"
35,3,"Second","Thought","Good","violet","beige","violet","violet","beige","violet","Buffy thought that, after the shake, the ball would be violet","and she was right about it"
35,4,"Second","Was","Good","violet","beige","violet","violet","beige","violet","after the shake, the ball was violet","and Buffy was right about it"
35,5,"Second","Thought","Fix","violet","beige","violet","beige","violet","violet","Buffy thought that, after the shake, the ball would be violet","and she was right about it"
35,6,"Second","Was","Fix","violet","beige","violet","violet","violet","beige","after the shake, the ball was violet","and Buffy was right about it"
35,7,"Again","Thought","Test-Ent","violet","beige","beige","violet","violet","violet","Buffy thought that, after the shake, the ball would be violet again","and she was right about it"
35,8,"Again","Was","Good","violet","beige","beige","violet","violet","violet","after the shake, the ball was violet again","and Buffy was right about it"
35,9,"Again","Thought","Test-Proj","violet","beige","violet","violet","beige","violet","Buffy thought that, after the shake, the ball would be violet again","and she was right about it"
35,10,"Again","Was","Fix","violet","beige","violet","violet","beige","violet","after the shake, the ball was violet again","and Buffy was right about it"
36,12,"First","Thought","Good","gold","cyan","gold","cyan","gold","gold","Buffy thought that, when it was drawn, the ball was gold","and she was right about it"
36,1,"First","Was","Good","gold","cyan","gold","gold","gold","cyan","when it was drawn, the ball was gold","and Buffy was right about it"
36,2,"First","Thought","Fix","gold","cyan","cyan","gold","gold","gold","Buffy thought that, when it was drawn, the ball was gold","and she was right about it"
36,3,"First","Was","Fix","gold","cyan","gold","gold","cyan","gold","when it was drawn, the ball was gold","and Buffy was right about it"
36,4,"Second","Thought","Good","gold","cyan","gold","gold","cyan","gold","Buffy thought that, after the shake, the ball would be gold","and she was right about it"
36,5,"Second","Was","Good","gold","cyan","gold","gold","cyan","gold","after the shake, the ball was gold","and Buffy was right about it"
36,6,"Second","Thought","Fix","gold","cyan","gold","cyan","gold","gold","Buffy thought that, after the shake, the ball would be gold","and she was right about it"
36,7,"Second","Was","Fix","gold","cyan","gold","gold","gold","cyan","after the shake, the ball was gold","and Buffy was right about it"
36,8,"Again","Thought","Test-Ent","gold","cyan","cyan","gold","gold","gold","Buffy thought that, after the shake, the ball would be gold again","and she was right about it"
36,9,"Again","Was","Good","gold","cyan","cyan","gold","gold","gold","after the shake, the ball was gold again","and Buffy was right about it"
36,10,"Again","Thought","Test-Proj","gold","cyan","gold","gold","cyan","gold","Buffy thought that, after the shake, the ball would be gold again","and she was right about it"
36,11,"Again","Was","Fix","gold","cyan","gold","gold","cyan","gold","after the shake, the ball was gold again","and Buffy was right about it"
37,1,"First","Thought","Good","gold","green","gold","green","gold","gold","Buffy thought that, when it was drawn, the ball was gold","and she was right about it"
37,2,"First","Was","Good","gold","green","gold","gold","gold","green","when it was drawn, the ball was gold","and Buffy was right about it"
37,3,"First","Thought","Fix","gold","green","green","gold","gold","gold","Buffy thought that, when it was drawn, the ball was gold","and she was right about it"
37,4,"First","Was","Fix","gold","green","gold","gold","green","gold","when it was drawn, the ball was gold","and Buffy was right about it"
37,5,"Second","Thought","Good","gold","green","gold","gold","green","gold","Buffy thought that, after the shake, the ball would be gold","and she was right about it"
37,6,"Second","Was","Good","gold","green","gold","gold","green","gold","after the shake, the ball was gold","and Buffy was right about it"
37,7,"Second","Thought","Fix","gold","green","gold","green","gold","gold","Buffy thought that, after the shake, the ball would be gold","and she was right about it"
37,8,"Second","Was","Fix","gold","green","gold","gold","gold","green","after the shake, the ball was gold","and Buffy was right about it"
37,9,"Again","Thought","Test-Ent","gold","green","green","gold","gold","gold","Buffy thought that, after the shake, the ball would be gold again","and she was right about it"
37,10,"Again","Was","Good","gold","green","green","gold","gold","gold","after the shake, the ball was gold again","and Buffy was right about it"
37,11,"Again","Thought","Test-Proj","gold","green","gold","gold","green","gold","Buffy thought that, after the shake, the ball would be gold again","and she was right about it"
37,12,"Again","Was","Fix","gold","green","gold","gold","green","gold","after the shake, the ball was gold again","and Buffy was right about it"
38,2,"First","Thought","Good","red","yellow","red","yellow","red","red","Buffy thought that, when it was drawn, the ball was red","and she was right about it"
38,3,"First","Was","Good","red","yellow","red","red","red","yellow","when it was drawn, the ball was red","and Buffy was right about it"
38,4,"First","Thought","Fix","red","yellow","yellow","red","red","red","Buffy thought that, when it was drawn, the ball was red","and she was right about it"
38,5,"First","Was","Fix","red","yellow","red","red","yellow","red","when it was drawn, the ball was red","and Buffy was right about it"
38,6,"Second","Thought","Good","red","yellow","red","red","yellow","red","Buffy thought that, after the shake, the ball would be red","and she was right about it"
38,7,"Second","Was","Good","red","yellow","red","red","yellow","red","after the shake, the ball was red","and Buffy was right about it"
38,8,"Second","Thought","Fix","red","yellow","red","yellow","red","red","Buffy thought that, after the shake, the ball would be red","and she was right about it"
38,9,"Second","Was","Fix","red","yellow","red","red","red","yellow","after the shake, the ball was red","and Buffy was right about it"
38,10,"Again","Thought","Test-Ent","red","yellow","yellow","red","red","red","Buffy thought that, after the shake, the ball would be red again","and she was right about it"
38,11,"Again","Was","Good","red","yellow","yellow","red","red","red","after the shake, the ball was red again","and Buffy was right about it"
38,12,"Again","Thought","Test-Proj","red","yellow","red","red","yellow","red","Buffy thought that, after the shake, the ball would be red again","and she was right about it"
38,1,"Again","Was","Fix","red","yellow","red","red","yellow","red","after the shake, the ball was red again","and Buffy was right about it"
39,3,"First","Thought","Good","pink","blue","pink","blue","pink","pink","Buffy thought that, when it was drawn, the ball was pink","and she was right about it"
39,4,"First","Was","Good","pink","blue","pink","pink","pink","blue","when it was drawn, the ball was pink","and Buffy was right about it"
39,5,"First","Thought","Fix","pink","blue","blue","pink","pink","pink","Buffy thought that, when it was drawn, the ball was pink","and she was right about it"
39,6,"First","Was","Fix","pink","blue","pink","pink","blue","pink","when it was drawn, the ball was pink","and Buffy was right about it"
